8.787011101181981809e-01 -9.273283982222402244e-01 -5.600181574990481526e-01 -6.458139015989581289e-01 9.930795016269968745e-01 4.506485968312938795e-01 1.257648718943346511e+00 1.388107860458232867e+00 2.756860816381509593e+00
-5.049264686377767652e-02 -1.059939686332953962e-01 2.235219786343686899e+00 -1.187282325646993097e+00 9.930795016269968745e-01 -4.475299214206965859e-01 -1.002587356287129250e+00 -1.146123922818921059e+00 1.530993918195898473e+00
-1.351363906638544332e+00 1.536674890544594163e+00 1.117124608806592923e+00 9.785913705451466660e-01 -1.006968725425975819e+00 4.506485968312938795e-01 -1.002587356287129250e+00 1.209919688196558485e-01 -1.997440306186108572e+00
1.250378612910988840e+00 -1.201106541418555107e+00 -9.705687305010938550e-04 -1.187282325646993097e+00 9.930795016269968745e-01 -4.475299214206965859e-01 1.257648718943346511e+00 1.209919688196558485e-01 1.937583211995274723e+00
8.787011101181981809e-01 -9.273283982222402244e-01 -5.600181574990481526e-01 -6.458139015989581289e-01 9.930795016269968745e-01 1.348827115083284456e+00 1.275306813281085194e-01 1.209919688196558485e-01 6.057371194302564321e-01
1.993733618496569493e+00 -1.748662827811185094e+00 -5.600181574990481526e-01 -1.458016537671010582e+00 9.930795016269968745e-01 1.348827115083284456e+00 -1.002587356287129250e+00 1.388107860458232867e+00 1.627118085195320696e-01
8.787011101181981809e-01 -9.273283982222402244e-01 -5.600181574990481526e-01 -6.458139015989581289e-01 9.930795016269968745e-01 4.506485968312938795e-01 -1.002587356287129250e+00 1.209919688196558485e-01 1.325801253176187855e-01
1.993733618496569493e+00 -1.748662827811185094e+00 -5.600181574990481526e-01 -1.458016537671010582e+00 9.930795016269968745e-01 1.348827115083284456e+00 1.257648718943346511e+00 1.388107860458232867e+00 1.510067011952446192e+00
1.250378612910988840e+00 -1.201106541418555107e+00 -9.705687305010938550e-04 -1.187282325646993097e+00 9.930795016269968745e-01 -1.345708439672687051e+00 -1.755999381363954726e+00 -1.779681868638209652e+00 4.022559241657576723e-01
1.993733618496569493e+00 -1.748662827811185094e+00 -5.600181574990481526e-01 -1.458016537671010582e+00 9.930795016269968745e-01 4.506485968312938795e-01 -1.002587356287129250e+00 -1.146123922818921059e+00 1.909502239669682577e-01
-1.351363906638544332e+00 1.536674890544594163e+00 1.117124608806592923e+00 9.785913705451466660e-01 -1.006968725425975819e+00 -4.475299214206965859e-01 1.275306813281085194e-01 7.545499146389442746e-01 -1.419564593742716374e+00
-9.796864038457535617e-01 9.891186041519643979e-01 -9.705687305010938550e-04 9.785913705451466660e-01 -1.006968725425975819e+00 4.506485968312938795e-01 1.257648718943346511e+00 7.545499146389442746e-01 -7.796800110701187503e-01
-5.150895253547661534e-01 4.415623177593344661e-01 -1.119065746267595252e+00 9.785913705451466660e-01 -1.006968725425975819e+00 1.348827115083284456e+00 1.257648718943346511e+00 -1.146123922818921059e+00 -9.427787442693235098e-01
1.993733618496569493e+00 -1.748662827811185094e+00 -5.600181574990481526e-01 -1.458016537671010582e+00 9.930795016269968745e-01 -4.475299214206965859e-01 -1.755999381363954726e+00 -1.779681868638209652e+00 -3.644122374073989201e-01
-1.165525155242148836e+00 1.262896747348279280e+00 5.580770200380459345e-01 9.785913705451466660e-01 -1.006968725425975819e+00 4.506485968312938795e-01 -1.002587356287129250e+00 1.209919688196558485e-01 -6.212027360302019297e-01
-9.796864038457535617e-01 9.891186041519643979e-01 -9.705687305010938550e-04 9.785913705451466660e-01 -1.006968725425975819e+00 1.348827115083284456e+00 1.275306813281085194e-01 7.545499146389442746e-01 -1.249898835147864817e+00
8.787011101181981809e-01 -9.273283982222402244e-01 -5.600181574990481526e-01 -6.458139015989581289e-01 9.930795016269968745e-01 -1.345708439672687051e+00 1.257648718943346511e+00 -5.125659769996325776e-01 2.179796933284686933e+00
2.282654802308153874e-01 -3.797721118296103482e-01 5.580770200380459345e-01 -6.458139015989581289e-01 9.930795016269968745e-01 -4.475299214206965859e-01 -1.755999381363954726e+00 -1.779681868638209652e+00 8.377293593598358346e-01
1.993733618496569493e+00 -1.748662827811185094e+00 -5.600181574990481526e-01 -1.458016537671010582e+00 9.930795016269968745e-01 -1.345708439672687051e+00 -1.002587356287129250e+00 -5.125659769996325776e-01 1.379419811862979961e-01
